production_companies,revenue,cantidad_peliculas
Show Dog Productions,222015.0,3
Show East,7490002.5,3
Showbox,173817041.66666666,21
Showbox Entertainment,26793717.0,19
Showbox/Mediaplex,31000000.0,33
Showtime Networks,15540332.4,72
Shree Ashtavinayak Cinevision Ltd,4600000.0,5
Shri Sai Raam Creations,16000000.0,2
Shueisha,41215747.52380952,55
Shutt/Jones Productions,12960669.75,4
Siam Movies,417731.3333333333,12
Sicilia Film Commission,283215.0,7
Sick-the Life and Death of Bob Flanagan-Supermasochist,116806.0,1
Sid & Marty Krofft Pictures,17172207.75,4
Sidestreet Entertainment,1440476.3333333333,6
Sidetrack Films,18795.333333333332,4
Sideways Productions Inc.,36500767.666666664,3
Sidley Wright & Associates,66876412.5,2
Sidney Kimmel Entertainment,165995377.28333333,91
Sidéral Productions,499988.75,4
Sierra / Affinity,20777665.0,20
Sierra Pictures,2527859.4,5
Sierra/Affinity,21887758.666666668,9
Sighvatsson Films,15083348.244444445,14
Sigma Films,910077.6892230577,47
Sigma Films Ltd.,13728.75,10
Signal Film Group,200298.66666666666,3
Signature Entertainment,50173111.61111111,44
Signature Pictures,42323752.13333333,90
Sikelia Productions,157035885.0142857,24
Sil-Metropole Organisation,2813576.6666666665,72
Sil-Metropole Organisation Ltd.,10679481.916666666,22
Silent Hill DCP Inc.,24401863.25,4
Silent Night Releasing Corporation,154323.0,1
Silvatar Media,4621811.666666667,3
Silver Bullet Productions (II),14881651.666666666,6
Silver Films,10188.0,19
Silver Lion Films,21460214.333333332,22
Silver Nitrate,1366666.6666666667,14
Silver Pictures,1795231291.65285,201
Silver Plane Films,1025000.0,4
Silver Reel,33861037.40992063,95
Silver Screen Partners,28095280.333333332,15
Silver Screen Partners II,90950476.66666666,25
Silver Screen Partners III,243978709.16666666,21
Silver Screen Partners IV,680541141.1666666,39
Silverbell Films,59950201.85714286,7
Silverwood Films,10406530.63095238,26
Silvio Berlusconi Communications,1510930.3333333333,31
Simcom Limited,5468782.466666667,15
Simian Films,5793375.333333333,3
Simon,37017446.833333336,6
Simon Fields Productions,25838768.0,3
Simon Kinberg Productions,53927186.35714286,15
Simon Reeves Landsburg Productions,16879633.0,2
Sindika Dokolo,12252.125,8
Single Cell Pictures,7771739.80952381,10
Sio Film and Bravo Entertainment,4987023.0,4
Sirena Film,1452238.5952380954,57
Sisifo Films AIE,11655.625,24
Sivashakthi Movie Makers,500000.0,1
Six Point Harness,74139.25,9
Sixteen Films,3514957.125,68
Sixth Sense Productions,4750000.0,10
Sixty Six Pictures,153.83333333333334,6
Skate Away Productions,9215163.666666666,3
Skateland Productions,4981.333333333333,3
Skellington Productions Inc.,25211469.666666668,3
Sketch Films,81892013.78333333,12
Sky,2148753.4,5
Sky Cinema,10989.4,11
Sky Pictures,4388413.666666667,10
SkyLand Entertainment,12016418.0,4
Skydance Media,250596557.02738094,23
Skydance Productions,644659249.0952381,54
Skylark Productions,281108474.5,8
Skylight Cinema Foto Art,22814294.5,9
Skyline (Baker St),12964559.2,5
Slap Happy Productions (II),44999019.833333336,6
SlashFiction,239340.14285714287,7
Slasher Films,239340.14285714287,7
Slate Films,6003496.25,12
Sleeper Films,6479.0,5
Slipstream,6942.25,4
Slot Machine,2189421.46585213,89
Slough Pond,4652304.5,2
Slovo,3428571.4285714286,8
Sly Predator,26730.285714285714,7
Smart Egg Pictures,56402985.733333334,30
Smart Entertainment,56510981.35,9
Smartest Man Productions,1674927.3333333333,3
Smoke House,22909786.0,3
Smokehouse Pictures,206306652.8,31
Smokescreen Inc.,7897645.0,1
Smokewood Entertainment,7083426.5,2
Smokewood Entertainment Group,47536959.0,1
Smoking Gun Productions,1669117.75,6
Sneak Preview Entertainment,5352257.0,6
Sneak Preview Productions,22456509.0,1
Sneaky Shark,49067402.28571428,7
Snider Than Thou Productions Inc.,315610.5,2
Sniper Productions,4748663.25,4
Snoopadelic Films Inc.,6475.0,4
Snoot Entertainment,18017996.9,24
SnowPiercer,17351782.4,5
Snowfall Films,17615.3,20
Snowfort Pictures,34677.333333333336,25
Soandbrad,1675.0,4
Soapbox Films,2252.5,2
Sob Noisse Movies,6842.0,7
Sobini Films,970607.1666666666,28
Sobras International Pictures,2423636.333333333,14
Sobras Producciones,14627.5,4
Social Capital,54505.444444444445,13
Sociedad General de Cine (SOGECINE) S.A.,438040.1666666667,18
Sociedad General de Cine S.A.,10706406.666666666,6
Sociedad General de Televisión (Sogetel),2729479.1333333333,29
Société Française de Production (SFP),113296.33333333333,85
Société Nationale Pathé Cinéma,5032408.666666667,7
Société Parisienne de Production,10322.666666666666,29
Société Radio-Canada,381371.3333333333,21
Société de Développement des Entreprises Culturelles (SODEC),381371.3333333333,27
Sodium Fox,14206.25,4
SofiTVCiné 3,9727.923076923076,13
SofiTVciné 2,16559.466666666667,29
Sofica Cofinova,15508.23076923077,13
Sofica Europacorp,28450454.833333332,43
Sofica Manon,1793.1666666666667,6
Sofica Manon 2,14786.285714285714,7
Sofica Soficinéma 4,3216747.1666666665,45
Sofica Sofinergie 5,19324661.555555556,31
Sofica UGC 1,735639.3,38
Soficinéma 11,41027.10303030303,42
Soficinéma 11 Développement,25671.090909090908,11
Soficinéma 12,5624.05,20
Soficinéma 6,6904011.166666667,34
Soficinéma 9,1020.5833333333334,24
Sofinergie 2,224273.375,19
Sofinergie Films,224273.375,12
Sogecine,3503201.909090909,28
Sogepaq,7828929.848484849,58
Soho VFX,45738572.571428575,7
Solana Films,271766487.1666667,16
Solar Films inc.,7000000.0,47
Solar Filmworks,344863.0,3
Solar Productions,70270102.16666667,37
Solares Fondazione delle arti,151400.57142857142,7
Solaris Film,11993944.35,39
Solid Entertainment,15833.333333333334,17
Solimane Productions,383655.5,2
Solipsist Film,5629659.428571428,7
Solofilm,12023266.5,2
Solofilms,6201032.25,4
Solomon/Hackett Productions,16044968.666666666,6
Sombrero Films,3462.0,6
Something Else B.V.,877938.7368421053,19
Sommers Company,141919141.91666666,25
Sonet Film AB,6216349.9,56
Sonnenfeld Josephson Worldwide Entertainment,37017446.833333336,6
Sony,124192310.5,2
Sony Computer Entertainment,2940443.0,7
Sony Music Entertainment Japan,1362629.0,20
Sony Pictures,275050808.3333333,31
Sony Pictures Animation,1279241584.3,51
Sony Pictures Classics,63365640.46031746,163
Sony Pictures Entertainment,310052898.53333336,38
Sony Pictures Entertainment (SPE),303512056.36269844,74
Sony Pictures Home Entertainment,10778825.666666668,41
Sony Pictures Imageworks (SPI),69955908.6,5
Sony Pictures International,3699377.0,3
Sony Pictures Releasing,209578195.8763348,60
Sony Pictures Television,7982445.166666667,79
Sony Pictures Worldwide Acquisitions (SPWA),32881337.363636363,16
Sophie Dulac Productions,6909.333333333333,8
Soprofilms,8014860.333333333,30
Sor Productions,21880491.5,6
Sorcerer Productions,39103425.0,1
Sordid Lives LLC,359908.6666666667,3
Sorolla Films,11075000.0,14
Sortie 22,6335650.0,2
Soul Mining Production,76689.66666666667,3
Sound for Film,31952335.0,19
South Australian Film Corporation,10793732.883333333,37
South Pacific Enterprises,9200000.0,4
South Pacific Pictures,42410047.14285714,12
South Side Amusement Company,85560164.5,2
South Street Films,2498893.6666666665,15
Southeast Asia Film Location Services Sdn. Bhd.,403486.1666666667,10
Southpaw Entertainment,26971803.666666664,18
Sovereign Pictures,8546411.625,18
Sovexportfilm,71832.0,6
Sovik Global Contents Fund,455448.875,8
Space Films,641139.3333333334,9
Space Rocket Nation,333281.0,4
Spacegate Productions,2427617.0,3
Spanish Ministry of Culture,799044.3333333334,9
Spanknyce Films,10311270.714285715,7
Spanky Pictures,11460949.0,12
Sparkle Roll Media,28105817.396825396,16
Sparkler Entertainment,76227194.66666667,6
Spartan Productions (II),901412.4444444445,9
Speak Productions,119563.0,2
Spectacle Entertainment Group,48462528.16666667,18
SpectreVision,244002.75,24
Spectrum Effects,36095473.666666664,3
Spectrum Films,58506736.5,17
Speedie Distribution,3994130.3333333335,6
Spelling Entertainment,7463518.25,16
Spelling Films,20225373.166666664,20
Spice Factory,1023200.8571428572,25
Spier Films,14023333.333333334,16
Spikings Entertainment,13572327.363636363,11
Spiltan Underhållning,18808974.825,18
Spinal Tap Prod.,4736202.0,1
Spitfire Pictures,8586092.4,13
Splash Entertainment,4265624.75,4
Splendid Film,1141888.9,25
Splendid Medien AG,34585954.166666664,6
Splendid Pictures,134894399.13333333,19
Splendid Productions,3340572.8,5
Spondoolie Productions,580854.5,6
SpotFilms,105423.66666666667,6
Spring Creek Productions,176311725.19047618,52
Spring Films,177685.75,18
Springwood Productions,49389921.166666664,6
SprocketHeads,78856642.22222222,9
Sputnik Oy,1615018.0,34
Spy Next Door,15078847.666666666,3
Spyglass Entertainment,1164015466.2263348,186
Square Enix,1015178.3333333334,23
Square USA,28377276.666666668,4
Sri Sathya Sai Movies,21000000.0,1
Sri Venkateswara Creations,5333333.0,1
St. Michael Finance Limited,3574109.5,4
St. Petersburg Clearwater Film Commission,50166848.125,12
St. Tropez Films,22814294.5,6
Stable Way Entertainment,3223053.4444444445,19
Staccato Films,1909404.3333333333,6
Stacey Reiss Productions,1581076.5,2
Stage 6 Films,90842985.58333334,95
Stage III Productions,47000000.0,6
Stampede Entertainment,5529846.666666667,8
Stan Winston Studio,4092939.285714286,7
Stand See,532654.0,1
Standard Film Company,4940552.666666667,3
Stanley Kramer Productions,82416667.0,36
Stanley Kubrick Productions,149306998.66666666,14
Star Child Recording,2222222.222222222,17
Star Cinema Productions,136273.3333333333,27
Star Entertainment,2548312.3333333335,3
Star Media,1749741.6666666667,4
Star Overseas,21388380.0,11
Star Partners,49224659.666666664,9
Star Partners II Ltd.,220845754.83333334,10
Star Partners III Ltd.,15120333.333333334,6
Star Ritz Productions Co Ltd,26.333333333333332,7
Star Thrower Entertainment,61590068.333333336,9
Starbucks Entertainment,3789685.0,6
Starburns Industries,5659286.0,5
Starcrossed Films,3137184.111111111,9
Stardust International,30516.333333333332,3
Stardust Pictures,15452.5,8
Stargate Studios,11544516.177777778,14
Starlet HK International Media,20292500.0,4
Starlight International Media,13380561.0,1
Starling Films,13553980.0,4
Starlite Films,19863797.4,5
Stars Road Entertainment,21397381.45,9
Starstream Entertainment,110552.25,8
Start Motion Pictures,61681984.928571425,23
Starway International Inc.,2427617.0,7
Starz Animation,122844293.6,18
Starz Media,12760069.0,19
Starz! Encore Entertainment,124602.0,2
State Hermitage Museum,1680933.0,4
State Street Pictures,5770431.5,12
Steady Aim,7554574.0,7
Stealth Films Limited,55000.0,3
Steamroller Productions,15348133.333333334,35
Steel Mill Pictures,1705047.6666666665,18
Steelwork Films,4682790.666666667,3
Stellar Mega Films,1322.5,22
Stellar Megamedia,2130499.6,5
Stephen J. Cannell Productions,62471915.1,13
Stereo D,308631938.35,9
Steve Krantz Productions,750000.0,7
Steve White Entertainment,161001698.0,2
Steven Paul Production,15436538.272727273,11
Stewart Pictures,98021.33333333333,3
Stillking Films,454830985.9850649,78
Stockbridge-Hiller Productions,15779776.0,2
Stolen Car Productions,52007.0,3
Stoller Global Solutions,10781950.2,5
Stone Circle Pictures,26.666666666666668,3
Stone Group Pictures,62360450.33333333,14
Stone Productions,4739859.0,3
Stone Village Pictures,12523329.2,14
Stonebridge Entertainment,32295291.5,5
Stoney Lake Entertainment,19682924.0,1
Stony Island Films,19233.428571428572,7
Storefront Films,14388523.666666666,3
Storefront Pictures,30023634.5,7
Storm King Productions,4670277.333333333,9
Story Bridge Films,3223045.777777778,16
Story Ink,1101864.0,3
Storyline Entertainment,102258910.66666667,32
Str8jacket Creations,376785.3333333333,6
Straight Up Films,26039271.3,11
Strand Releasing,6942.25,21
Strange Matter Films,774828.5,4
Stratus Film Co.,11191852.214285715,19
Strela,9594670.0,2
Strike Entertainment,228106048.86666667,30
Strong Heart/Demme Production,136371461.0,2
Strongman,2750.3333333333335,7
Stuber Productions,171964170.41666666,33
Stuber/Parent,15396821.166666666,6
Studio 352,95280.22222222222,9
Studio 37,26853971.279761903,71
Studio 4°C,7982445.166666667,66
Studio Babelsberg,902786101.9006696,294
Studio Babelsberg Motion Pictures,2406873.0,4
Studio Babelsberg StudioBabelsberg Motion Pictures,10399062.75,10
Studio Box,977468.5,2
Studio Canal,377237013.43095237,190
Studio Chizu,54515.88888888889,12
Studio Filmowe Zebra,309818.05555555556,36
Studio Gallop,3444224.4666666663,19
Studio Ghibli,450311430.9595238,95
Studio Green,21600000.0,13
Studio Hamburg Filmproduktion,292802.0,12
Studio Image,82791.0,29
Studio Image 4,44709.0,6
Studio Image Soficas,11792150.666666666,6
Studio Khara,101873825.0,3
Studio Ortodoks,5.0,1
Studio Pierrot Co. Ltd.,2474590.8571428573,9
Studio Rock,696681.0,1
Studio Swan,20566666.666666668,9
Studio Trite,8727199.75,31
StudioCanal,693665857.9373196,624
StudioCanal Image,3364285.714285714,7
Studiopolis,12760069.0,5
StuntArt.ru,625707.3333333334,3
Stéphan Films,27630279.0,17
Subotica Entertainment,113637.0,26
Subterranean Productions LLC,19141691.4,5
Subterranean Productions UK Ltd.,19141691.4,5
Subzero Film Entertainment,750000.0,10
Such Much Films,4569169.0,2
Sudden Storm Productions,1018120.0,13
Suftley,3781864.0,2
Sullivan Bluth Studios,26995945.0,12
Sumitomo Corporation,2588612.2321428573,34
Summer Knowledge LLC,55196082.0,6
Summer Magic,17064.666666666668,6
Summertime Entertainment,9331013.5,2
Summit Entertainment,2348058687.1551585,281
Sun Pictures,77333333.33333333,5
Sun-Telegram Pictures,16515.5,2
Sunbow Productions,1462411.75,5
Sundance,355063.2,5
Sundance Institute,11655.625,52
Sundance Institute Documentary Fund,703012.2,5
Sunday Night,1695459.6666666667,9
Sunday Productions,96.0,3
Sundial Pictures,2056244.75,16
Sunfilm Entertainment,37895.0,3
Sunflower Productions,6107202.6,12
Sunley Productions Ltd.,41190.666666666664,3
Sunlight Productions,4444461.6,5
Sunlion Films,6309.333333333333,3
Sunn Classic Pictures,16600000.0,3
Sunrise Entertainment (II),16380494.42857143,7
Sunrise Filmvertriebs AG,518500.0,4
Sunrise Pictures,292400.75,4
Sunset Gower Studios,1971636.0,3
Sunset Productions,2000000.0,2
Sunstar Entertainment,28060550.8,5
Sunswept Entertainment,1020613321.8083333,63
Suntaur Entertainment Company,14011454.0,1
Super Cassettes Industries Limited (T-Series),1486992.0,2
Super Cool ManChu,111036153.66666667,6
Super Crispy Entertainment,1272553.2666666666,13
Super Ecran,963647.5,6
Super Productions,95280.22222222222,9
Super Écran,873517.5,69
SuperMega,3320672.1666666665,6
Superfinger Entertainment,7324101.6,5
Superior Pictures,3174695.0,4
Supermarché,50060.5,4
Supersensory,2509651.4444444445,9
Surefire Capital,2527859.4,5
Surefire Entertainment Capital,7300000.0,4
Surefire Film Productions,721241.8571428572,7
Suresh Productions,9725000.0,2
Surf Film,10424528.666666666,21
Surreel,302485.3333333333,8
Svensk Filmindustri,7000000.0,31
Svensk Filmindustri (SF),7578242.4,206
Svenska Filminstitutet (SFI),24029617.266666666,204
Sveriges Television (SVT),36268362.64799499,301
Swanford Films,12122033.75,8
Swargachitra,700000.0,2
Swedish Film Institute,1148278.8421052631,31
Sweet William Productions,297048.5,4
Sweet180,200327.0,2
Sweetland Films,3458782.5,10
Sweetpea Entertainment,5061747.0,14
Swift Productions,8197.0,7
Swinson-Starkey Productions,78822.5,2
Syalis DA,29028093.75,4
Sycamore Pictures,23970729.5,21
Sydney Box Productions,417166.0,9
Synchronicity Films,121148.0,6
Synchronistic Pictures,97509.27272727272,14
Syncopated Films,3394.2,13
Syncopy,1226275921.3833334,43
Syndicate Films International,11427920.38095238,16
Synthesis Entertainment,30279136.166666668,6
Süddeutscher Rundfunk,14166666.666666666,15
Südwestrundfunk (SWR),154463.55555555556,45
T-Series,18666666.666666664,13
T2 Productions,104000000.0,5
TABBAK,20954239.0,7
TAFT Entertainment Pictures,26573023.75,21
TAO Film,7330705.0,7
TAT Communications Company,3260541.5,3
TBA Film,536703.8,5
TBB,554173.0,6
TBS Radio & Communications,7770265.222222222,9
TC Productions,300315142.4261905,38
TCF Vancouver Productions,28312151.125,8
TCYK North Productions,3926605.4,5
TDJ Enterprises / New Dimensions Entertainment,7542122.0,5
TENCENT PICTURES,117225778.14285715,7
TF1,124667013.85912699,126
TF1 Droits Audiovisuels,3766710.533333333,65
TF1 Films Production,327477250.45800865,618
TF1 Films Productions,69850553.22222222,120
TF1 International,1594676.8333333333,103
TIK Film,20298395.5,6
TIK Films,143277186.19285715,25
TLA Releasing,2588370.5,129
TMC,5455555.555555556,11
TMC Films,55000.0,3
TMS,862.0,5
TMS Entertainment,69146.375,12
TNT,9816332.0,10
TOKYOPOP,15661826.2,5
TPS Cinéma,32144427.166666664,72
TPS Star,53835049.021825396,298
TRF Productions,580134.0,2
TS Productions,2381258.25,49
TSBD Canada Productions,89021482.0,8
TSBD Louisiana,89021482.0,8
TSBD Productions,89021482.0,8
TSG Entertainment,2059561392.691811,208
TSJ Entertainment,3400472.5714285714,7
TV 1000,1539687.6538461538,31
TV Man Union,69297.0,20
TV Tokyo,80561778.4005772,139
TV2 Danmark,1966666.6666666667,62
TV3 Television Network Ireland,1430563.625,16
TV5 Monde,97825.0,24
TVA Films,32364.0,7
TVC London,1318.5,4
TVE,284355.25,27
TVP S.A.,4907771.0,6
TYO Productions,182748.625,15
Tabo Tabo Films,9727.923076923076,23
Tadmor,1403484.6666666667,3
Taeoo Entertainment,308563.5,4
Taewon Entertainment,5241915.0,13
Tag Entertainment,3136042.3333333335,19
Taggart Productions,19233.428571428572,9
Taihe Entertainment,127106122.5,2
Taikei Office,23434939.75,8
Tailor Made,13681192.5,6
Tailored Films,15833.333333333334,6
Take One Productions,235236.0,4
Taken 3,36196824.88888889,9
Takoma Entertainment,843423.0,5
Talandracas,606355.6,10
Talent House,2411594.0,1
Talent International Film Cultural Company,9750000.0,6
Talent International Media,9750000.0,6
Tales From The Crypt Holdings,1866666.6666666667,5
Taleswapper,20922865.166666668,6
TaliaFilm II Productions,53333333.333333336,6
Talisman Productions,36181684.666666664,16
Talking Heads,2489461.0,2
Tall Trees Productions,86954127.0,11
Tambarle,56066.0,2
Tamm Productions,1100000.0,2
Tandem Productions,5500000.0,3
Tangled Web Productions,17736060.0,3
Tank Caterpillar,7554574.0,7
Taormina Productions,2269516.6666666665,3
Tape Productions Inc.,98095.0,5
Tapestry Films,245822162.6666667,44
Tapioca Films,24045146.777777776,41
Tappeluft Pictures,12491.0,3
Target Media Entertainment,7.666666666666667,6
Tartan Films,1984718.0,12
Taryn Prov,630500.0,2
Tate Productions,21409.0,3
Tatfilm,6013818.916666667,15
Tatiale Films,14719680.75,4
Tatira,388534.2,12
Tatira-Hiller Productions,25350000.0,6
Taurus Film,81101808.13333334,37
Taurus Films,3450438.75,6
Tax Credit Finance,414875.38636363635,36
Taxshelter. be,6419152.3,31
Tazora Films,6550836.0,2
Tea Shop & Film Company,11058755.75,24
Team Downey,20929847.0,4
Team Effort,442667.0,6
Team Film AB,238850.25,4
Team G,740975.5,4
Team Ninja,80052.33333333333,6
Team Todd,331567410.6666667,38
Technical Black,34176670.75,4
Tecisa,8638.5,14
Tecmo,80052.33333333333,6
Teen Life Productions,27767227.5,2
Teitler Film,103679458.25,7
Tele München Fernseh Produktionsgesellschaft (TMG),25752738.285714284,85
Tele+,451471.0,11
Telecinco,6321190.047619048,44
Telecinco Cinema,37002829.96825397,76
Telecine,1620436.0,33
Telefe,4436399.0,12
Telefilm Canada,187113.25,52
Telefilm Wien,20.0,5
Telefónica Producciones,492.2307692307692,15
Telefónica Studios,8855748.0,49
Telegael,4265624.75,9
Telegraph Films,674482.5,4
Telekanal STS,8887282.67857143,11
Telespan 2000,6701465.047619048,18
Television & Media,136931760.0,11
Television Broadcasts Limited (TVB),44329327.5,11
Televisione Svizzera Italiana,3.5,8
Televisió de Catalunya (TV3),51878024.80833333,69
Televisió de Catalunya TV3,8628909.03409091,90
Televisión Española (TVE),14763550.926551227,343
Televisión Española TVE,14685346.642857144,48
Televisión Federal (Telefe),6544993.777777778,60
Televisión de Galicia (TVG) S.A.,4716511.181818182,34
Televiziunea Romana (TVR1),148222.875,8
Telewizja Polska	(koprodukcja),20331.4,20
Telewizja Polska (TVP),7618709.0625,48
Tempesta Films,1056187.3333333333,8
Temple Hill Entertainment,1042957079.0,70
Temple Hill Productions,48797070.0,2
Tempus,636894.4,8
Tempête Sous Un Crâne Productions,5495303.75,7
Ten Films,53360618.875,11
Ten Furlongs,1064454.0,1
Ten Thirteen Productions,111691515.0,6
Ten-Four Productions,1734286.0,2
Tencent Video,13505078.111111112,18
Tenth Planet Productions,6753442.333333333,20
Tequila Gang,36542933.266666666,27
Ternion Pictures,247651.5,2
Terra Filmkunst,25.0,10
Terra Firma Films,7324101.6,18
Terz Film,29692.2,5
Tesauro,353342.5,3
Tessalit Productions,22963701.0,11
Tezuka Production Company Ltd.,19005212.916666668,18
Tezuka Productions,1.0,2
Thaba Media,44444.0,3
Thai Occidental Productions,3718203.8333333335,7
That's Nice Films,7666666.666666667,3
The,1629149446.9357142,1042
The A. Milchan Investment Group,3048923.75,4
The Affleck/Middleton Project,10718137.857142856,7
The Alamo Company,2633333.3333333335,3
The Alfred Shay Company Inc.,1501974.0,3
The Asylum,1500000.0,76
The Australian Children's Television Foundation,335.5,2
The Australian Film Commission,37200057.809523806,67
The Badham-Cohen Group,32797742.5,5
The Big Gun Project,27960869.6,5
The Body,13071853.5,4
The Bridge Finance Company,3877074.8571428573,20
The Bryna Company,16647800.0,4
The Bubble Factory,20278621.916666668,22
The Bureau,3501128.685714286,63
The Caddo Company,8300000.0,7
The Cannon Group,8474674.0,7
The Cantillon Company,8393965.0,6
The Canton Company,17486042.05,17
The Catalina Production Group,6927000.0,2
The Charlie Mopic Company,26567492.75,6
The Collective,37814.933333333334,13
The Collective Studios,11945059.142857144,11
The Combine,5219553.333333334,10
The Complex Studio,9384813.5,6
The Coppola Company,71911420.5,8
The Criterion Collection,77523777.79166667,131
The Czech Republic State Fund for Support and Development of Cinematography,641139.3333333334,24
The Department of Trade and Industry of South Africa,74281961.1,27
The Directors Company,1473333.3333333333,6
The Donners' Company,156622595.8,5
The Exchange,103454.5,2
The Film,45212.416666666664,30
The Film Arcade,2208833.5,2
The Film Consortium,1.5555555555555556,30
The Film Department,432312.3333333333,3
The Film Farm,659845.5,27
The Film Works,322971.7698412698,27
The Filmakers Group,39833326.5,4
The First Channel,8000000.0,4
The Fourth Production Company Film Group,56835716.0,7
The Fyzz Facility,11058755.75,31
The Geffen Company,19374197.5,4
The Genre Co.,231461.86666666667,14
The Glasgow Film Fund,430367.0,45
The Guber-Peters Company,224113853.75,40
The Halcyon Company,92838250.25,4
The Hamilton Film Group,48132.0,1
The Harold Greenberg Fund,1105900.638888889,75
The Harvey Boys,276170.5,4
The Harvey Entertainment Company,95976064.66666667,8
The Horrorworks,724972.5,2
The Image Organization,3556469.0,17
The Independent Film Channel Productions,2406216.4,10
The Ink Factory,10018084.708333332,21
The Institute for the Intellectual Development of Children & Young Adults,900000.0,11
The Jacobson Company,28144010.95,13
The Javelina Film Company,7165692.166666667,7
The Kennedy/Marshall Company,581400844.6620129,87
The Klockworx,31000000.0,2
The Lab Of Madness,64596.0,5
The Ladd Company,262762425.02380952,50
The Last Picture Company,47868.25,11
The Lloyd Segan Company,12303872.333333334,6
The Magnolia Project,16150601.0,3
The Mark Gordon Company,313373082.1166667,46
The Mirisch Company,12500000.0,4
The Mirisch Corporation,62106421.0,55
The Mirisch Production Company,500000.0,9
The Montecito Picture Company,202048776.89285713,35
The Mount Company,37996727.0,10
The Movie Group,3250000.0,5
The Movie Network,10296813.083333332,26
The Movie Network (TMN),11096582.944444444,88
The New South Wales Film and Television Office,692587.6666666666,28
The New Zealand Film Commission,45818.8,9
The Organization,6650000.0,2
The Oxford Film Company,133807.0,5
The Picture Factory,4023467.8,15
The Picture Property Company,639884.3333333334,3
The Pokémon Company,12739107.033333333,17
The Post Republic,53063.6,5
The Princess Bride Ltd.,10285938.0,3
The Production Company,6635119.666666667,3
The Rank Organisation,11841971.25,139
The Rank Organisation Film Productions,55323.75,5
The Safran Company,227133898.05476192,70
The Samuel Goldwyn Company,6580828.5,25
The Saul Zaentz Company,612260366.0,13
The Scottish Arts Council,12375.25,4
The Selznik Studio,10200000.0,4
The Shuman Company,8393965.0,6
The Steve Tisch Company,30598434.133333333,8
The Talking Pictures Company LLC,5275.0,2
The Turman-Morrissey Company,7958375.666666667,6
The Tyler Perry Company,30036298.0,4
The Universal Film Mfg. Co.,8000000.0,1
The Vault,147655.0,3
The Virginia Company LLC,6107202.6,5
The Vitaphone Corporation,600000.0,73
The Walt Disney Company,6445376.0,8
The Weinstein Company,1063042467.6388888,208
The Yomiuri Shimbun,23434939.75,41
The Zanuck Company,330475584.2833333,38
TheManipulators,714145.5,2
TheThird Mind Pictures,243128.0,4
Theobald Film Productions,79161460.5,6
Theta Films,166891.4,5
Thin Man Films,31319556.285714287,37
Think Again Productions,592340.0,3
Thinkfilm,3137042.8333333335,13
Third Rail Releasing,474376.5,2
Thirteen Productions,32151899.0,3
Thirukumaran Entertainment,10025000.0,10
This Is That Productions,67179242.96666667,43
Thomas Coleman and Michael Rosenblatt Productions,4806307.333333333,3
Thorn EMI Screen Entertainment,9746913.25,22
Thousand Words,5574659.25,14
Three Dimension Pictures,1000000.0,1
Three Dots Entertainment Company,84666.66666666667,3
Three Good Men,23244.0,2
Three Point Capital,3394.2,5
Three Rivers Production,430367.0,12
Three Strange Angels,65890859.93333334,13
Three T Productions,7591088.75,17
Three Wolves Productions,292959.6666666667,9
Three-Seven Entertainment,1604.0,5
Threshold Entertainment,86823243.5,8
Through Films,387446.3333333333,5
Thunder Road Pictures,358606747.1,52
Thunder Road Productions,5907259.8,5
Thunderbox Films,7778177.0,1
TiMe Film- und TV-Produktions GmbH,5080639.0,7
Tiara Blu Films,17371033.0,2
Tiberius Film,1677584.2,17
Tiberius Film Productions,623070.5,4
TideRock Films,19233.428571428572,11
Tig Productions,409010563.6666666,32
Tiger Aspect Pictures,13.142857142857142,7
Tiger Aspect Productions,216939062.0,39
Tiger Moth Productions,115988212.5,2
Tiger Productions,39626672.0,4
TigerTiger Productions,285000.0,2
Tigers Den Studios,27046.0,1
Tiggy Films,520345.94444444444,18
Tightrope Pictures,6058130.666666667,6
Tiglon,37380373.75,4
Tijuana Productions,623070.5,2
Tim Burton Productions,796061161.35,75
Time Productions,9003594.0,8
Timnick Films,46987814.0,13
Timothy Burrill Productions,876523.5,16
Timpson Films,2390.3333333333335,14
Tin Blue,7414735.666666667,3
TinRes Entertainment,18858.0,10
Tinderbox Films,49620.0,1
Tiny Giant Entertainment,3965391.5,4
Tiny Ponies,416498.0,1
Tips Industries,11000000.0,4
Titan Productions,5345209.933333334,16
Titti Film,451471.0,13
Toast Films,20271.0,2
Tobina Film,652.9090909090909,22
Tobis Filmkunst,1242835.0,13
Todd McFarlane Entertainment,29280014.0,3
Todman,37017446.833333336,6
Toei,11333333.333333334,9
Toei Animation,92942419.47222222,80
Toei Animation Company,17137302.0,1
Toei Company,44748082.38333333,82
Toei Doga,9000000.0,10
Toff Guy Films,6434753.75,10
Toho,123279080.6904762,60
Toho Company,262384612.1436508,367
Toho Film (Eiga) Co. Ltd.,10037390.0,45
Toho Pictures,38500000.0,13
Toho-Towa,131155021.39047618,81
Tohokushinsha,7800000.0,11
Tohokushinsha Film,10941540.82051282,24
Tohokushinsha Film Corporation,46942091.0,5
Toki wo Kakeru Shôjo Seisaku Iinkai 2006,542857.1428571428,7
Tokyo Broadcasting System (TBS),11427861.001068376,118
Tokyo FM Broadcasting Co.,3404150.8205128205,47
Tokyo Movie Shinsha (TMS),69146.375,23
